id;kod;nev
1186;4069;Erdőtelek
1187;407;Mánfa
1188;4070;Erk
1189;4071;Feldebrő
1190;4072;Gyöngyöshalász
1191;4073;Halmajugra
1192;4075;Heréd
1193;4076;Heves
1194;4077;Hevesvezekény
1195;4078;Hort
1196;4079;Karácsond
1197;408;Hobol
1198;4080;Kál
1199;4081;Kápolna
1200;4083;Kisköre
1201;4084;Kisnána
1202;4085;Kompolt
1203;4086;Ludas
1204;4087;Markaz
1205;4088;Nagyfüged
1206;4089;Nagykökényes
1207;409;Sátorhely
1208;4090;Nagyréde
1209;4091;Nagyút
1210;4092;Pély
1211;4093;Tarnabod
1212;4094;Tarnaméra
1213;4095;Tarnaörs
1214;4096;Tarnaszentmária
1215;4097;Tarnaszentmiklós
1216;4098;Tarnazsadány
1217;4099;Tenk
1218;41;Kővágótöttös
1219;410;Máza
1220;4100;Tófalu
1221;4101;Vámosgyörk
1222;4102;Verpelét
1223;4103;Vécs
1224;4104;Visonta
1225;4105;Visznek
1226;4106;Zaránk
1227;4107;Abasár
1228;4108;Gyöngyös
1229;4109;Gyöngyössolymos
1230;411;Kisdobsza
1231;4110;Mátraszentimre
1232;4111;Apc
1233;4112;Gyöngyösoroszi
1234;4113;Gyöngyöspata
1235;4114;Gyöngyöstarján
1236;4115;Lőrinci
1237;4116;Rózsaszentmárton
1238;4117;Szűcsi
1239;4118;Zagyvaszántó
1240;4119;Petőfibánya
1241;412;Nagydobsza
1242;4120;Pálosvörösmart
1243;413;Szaporca
1244;44;Okorvölgy
1245;4400;Hatvan
1246;4401;Kerekharaszt
1247;45;Orfű
1248;4500;Dömös
1249;4501;Pilismarót
1250;4502;Bajót
1251;4503;Esztergom
1252;4504;Kesztölc
1253;4505;Mogyorósbánya
1254;4506;Nyergesújfalu
1255;4507;Esztergom-Pilisszentlélek
1256;4508;Tát
1257;4509;Tata-Agostyán
1258;4510;Dunaszentmiklós
1259;4511;Lábatlan
1260;4512;Neszmély
1261;4513;Süttő
1262;4514;Szomód
1263;4515;Tardos
1264;4516;Csolnok
1265;4517;Dág
1266;4518;Dorog
1267;4519;Leányvár
1268;4520;Máriahalom
1269;4521;Nagysáp
1270;4522;Piliscsév
1271;4523;Sárisáp
1272;4524;Tokod
1273;4525;Úny
1274;4526;Bajna
1275;4527;Epöl
1276;4528;Gyermely
1277;4529;Héreg
1278;4530;Szomor
1279;4531;Bokod
1280;4532;Kecskéd
1281;4533;Oroszlány
1282;4534;Kömlőd
1283;4535;Környe
1284;4536;Tatabánya
1285;4537;Várgesztes
1286;4538;Vértessomló
1287;4539;Almásfüzitő
1288;4540;Ács
1289;4541;Baj
1290;4542;Bana
1291;4543;Bábolna
1292;4544;Csép
1293;4545;Dunaalmás
1294;4546;Kisigmánd
1295;4547;Kocs
1296;4548;Komárom
1297;4549;Mocsa
1298;4550;Nagyigmánd
1299;4551;Naszály
1300;4553;Tata
1301;4554;Tárkány
1302;4555;Vértesszőlős
1303;4556;Bakonysárkány
1304;4557;Császár
1305;4558;Dad
1306;4559;Szákszend-Szák
1307;4560;Szákszend-Szend
1308;4561;Vérteskethely
1309;4562;Ácsteszér
1310;4563;Ászár
1311;4564;Bakonybánk
1312;4565;Bakonyszombathely
1313;4566;Bársonyos
1314;4567;Csatka
1315;4568;Ete
1316;4569;Hánta
1317;4570;Kerékteleki
1318;4571;Kisbér
1319;4572;Réde
1320;4573;Aka
1321;4574;Súr
1322;4575;Tarján
1323;4576;Vértestolna
1324;4578;Csém
1325;4579;Tokodaltáró
1326;4580;Annavölgy
1327;4581;Szárliget
1328;47;Szentlőrinc
1329;49;Zók
1330;50;Almamellék
1331;500;Baja
1332;5000;Dorogháza
1333;5002;Jobbágyi
1334;5003;Mátramindszent
1335;5004;Bátonyterenye-Nagybátony
1336;5005;Mátraterenye
1337;5006;Nemti
1338;5007;Pásztó
1339;5008;Szuha
1340;5009;Szurdokpüspöki
1341;501;Bátya
1342;5010;Tar
1343;5011;Buják
1344;5012;Csécse
1345;5013;Ecseg
1346;5014;Etes
1347;5015;Kisbágyon
1348;5016;Kisbárkány
1349;5017;Kishartyán
1350;5018;Bátonyterenye-Kisterenye
1351;5019;Kozárd
1352;502;Dunaszentbenedek
1353;5020;Lucfalva
1354;5021;Márkháza
1355;5022;Mátraszőlős
1356;5023;Mátraverebély
1357;5024;Nagybárkány
1358;5025;Salgótarján
1359;5026;Ságújfalu
1360;5027;Sámsonháza
1361;5028;Sóshartyán
1362;5029;Szarvasgede
1363;503;Dusnok
1364;5031;Vizslás
1365;5032;Bárna
1366;5033;Karancsalja
1367;5034;Karancsberény
1368;5035;Karancslapujtő
1369;5036;Kazár
1370;5037;Mátraszele
1371;5038;Salgótarján-Somoskő
1372;5039;Somoskőújfalu
1373;504;Érsekcsanád
1374;5040;Salgótarján-Zagyvar.
1375;5041;Egyházasgerge
1376;5042;Endrefalva
1377;5043;Ipolytarnóc
1378;5044;Karancskeszi
1379;5045;Karancsság
1380;5046;Litke
1381;5047;Ludányhalászi
1382;5048;Mihálygerge
1383;5049;Nógrádszakál
1384;505;Fajsz
1385;5050;Piliny
1386;5051;Szalmatercs
1387;5052;Szécsényfelfalu
1388;5053;Alsótold
1389;5054;Balassagyarmat
1390;5055;Csesztve
1391;5056;Csitár
1392;5057;Felsőtold
1393;5058;Garáb
1394;5059;Hollókő
1395;506;Foktő
1396;5060;Hugyag
1397;5061;Iliny
1398;5062;Magyargéc
1399;5063;Nagylóc
1400;5064;Nógrádmarcal
1401;5065;Nógrádmegyer
1402;5066;Nógrádsipek
1403;5067;Őrhalom
1404;5068;Patvarc
1405;5069;Rimóc
1406;507;Géderlak
1407;5070;Szécsény
1408;5071;Szügy
1409;5072;Varsány
1410;5073;Bercel
1411;5074;Bér
1412;5075;Bokor
1413;5076;Herencsény
1414;5077;Terény
1415;5078;Becske
1416;5079;Cserháthaláp
1417;508;Kalocsa
1418;5080;Cserhátsurány
1419;5081;Cserhátszentiván
1420;5082;Debercsény
1421;5083;Egyházasdengeleg
1422;5084;Erdőkürt
1423;5085;Erdőtarcsa
1424;5086;Galgaguta
1425;5087;Héhalom
1426;5088;Kutasó
1427;5089;Legénd
1428;509;Ordas
1429;5090;Magyarnándor
1430;5091;Mohora
1431;5092;Nézsa
1432;5093;Nógrádkövesd
1433;5094;Nógrádsáp
1434;5095;Palotás
1435;5096;Szanda
1436;5097;Szécsénke
1437;5098;Szirák
1438;5099;Vanyarc
1439;51;Almáskeresztúr
1440;510;Sükösd
1441;5100;Alsópetény
1442;5101;Bánk
1443;5102;Borsosberény
1444;5103;Dejtár
1445;5104;Érsekvadkert
1446;5105;Felsőpetény
1447;5106;Ipolyszög
1448;5107;Kétbodony
1449;5108;Kisecset
1450;5109;Pusztaberki
1451;511;Uszód
1452;5110;Rétság
1453;5111;Romhány
1454;5112;Szátok
1455;5113;Szente
1456;5114;Tereske
1457;5115;Tolmács
1458;5116;Drégelypalánk
1459;5117;Hont
1460;5118;Horpács
1461;5119;Ipolyvece
1462;512;Borota
1463;5120;Nagyoroszi
1464;5121;Patak
1465;5122;Berkenye
1466;5123;Diósjenő
1467;5124;Nógrád
1468;5125;Keszeg
1469;5126;Nőtincs
1470;5127;Ősagárd
1471;5128;Szendehely
1472;5129;Kálló
1473;513;Csávoly
1474;5130;Cered
1475;5132;Mátranovák
1476;5133;Szilaspogony
1477;5134;Zabar
1478;5135;Nagykeresztúr
1479;5136;Rákóczibánya
1480;514;Drágszél
1481;515;Felsőszentiván
1482;517;Homokmégy
1483;518;Miske
1484;519;Nemesnádudvar
1485;52;Basal
1486;520;Öregcsertő
1487;521;Rém
1488;522;Szakmár
1489;523;Akasztó
1490;524;Bócsa
1491;525;Császártöltés
1492;526;Csengőd
1493;527;Dunapataj
1494;528;Dunatetétlen
1495;529;Harta
1496;53;Botykapeterd
1497;530;Kaskantyú
1498;531;Kecel
1499;532;Kiskőrös
1500;533;Orgovány
1501;534;Páhi
1502;535;Soltszentimre
1503;536;Soltvadkert
1504;537;Tabdi
1505;538;Apostag
1506;539;Dunaegyháza
1507;54;Csebény
1508;540;Dunavecse
1509;541;Fülöpháza
1510;542;Fülöpszállás
1511;543;Kerekegyháza
1512;544;Kunadacs
1513;545;Kunbaracs
1514;546;Kunpeszér
1515;547;Kunszentmiklós
1516;548;Ladánybene
1517;549;Lajosmizse
1518;55;Csertő
1519;550;Solt
1520;5501;Csomád
1521;5502;Csömör
1522;5503;Domony
1523;5504;Dunakeszi
1524;5505;Erdőkertes
1525;5507;Fót
1526;5508;Gödöllő
1527;5509;Kerepes
1528;551;Szabadszállás
1529;5510;Kistarcsa
1530;5511;Mogyoród
1531;5512;Szada
1532;5513;Sződliget
1533;5514;Veresegyház
1534;5515;Acsa
1535;5516;Aszód
1536;5517;Galgagyörk
1537;5518;Galgamácsa
1538;5519;Iklad
1539;552;Szalkszentmárton
1540;5520;Kartal
1541;5523;Vácegres
1542;5524;Váckisújfalu
1543;5525;Verseg
1544;5526;Bag
1545;5527;Galgahévíz
1546;5528;Hévízgyörk
1547;5529;Tura
1548;553;Tass
1549;5530;Valkó
1550;5531;Vácszentlászló
1551;5532;Zsámbok
1552;5533;Dány
1553;5534;Isaszeg
1554;5535;Nagytarcsa
1555;5536;Pécel
1556;5537;Budaörs
1557;5538;Pilisborosjenő
1558;5539;Solymár
1559;554;Újsolt
1560;5540;Üröm
1561;5541;Budakalász
1562;5542;Csobánka
1563;5543;Pilisszántó
1564;5544;Pilisszentkereszt
1565;5545;Pomáz
1566;5546;Leányfalu
1567;5547;Pilisszentlászló
1568;5548;Pócsmegyer
1569;5549;Szentendre
1570;555;Tiszaalpár
1571;5550;Szigetmonostor
1572;5551;Dunabogdány
1573;5552;Kisoroszi
1574;5553;Tahitótfalu
1575;5554;Visegrád
1576;5555;Biatorbágy
1577;5556;Budajenő
1578;5557;Budakeszi
1579;5558;Diósd
1580;5559;Érd
1581;556;Ágasegyháza
1582;5560;Nagykovácsi
1583;5561;Páty
1584;5562;Perbál
1585;5563;Piliscsaba
1586;5564;Pilisszentiván
1587;5565;Pusztazámor
1588;5566;Sóskút
1589;5567;Százhalombatta
1590;5568;Tárnok
1591;5569;Telki
1592;557;Ballószög
1593;5570;Tinnye
1594;5571;Tök
1595;5572;Törökbálint
1596;5573;Zsámbék
1597;5574;Abony
1598;5575;Albertirsa
1599;5576;Cegléd
1600;5577;Ceglédbercel
1601;5578;Csemő
1602;5579;Dánszentmiklós
1603;558;Helvécia
1604;5580;Jászkarajenő
1605;5581;Kocsér
1606;5582;Kőröstetétlen
1607;5583;Mikebuda
1608;5584;Nagykőrös
1609;5585;Nyársapát
1610;5586;Pilis
1611;5587;Tápiógyörgye
1612;5588;Tápiószele
1613;5589;Tápiószőlős
1614;5590;Törtel
1615;5591;Újszilvás
1616;5592;Dabas
1617;5593;Hernád
1618;5594;Örkény
1619;5595;Pusztavacs
1620;5596;Tatárszentgyörgy
1621;5597;Táborfalva
1622;5598;Újlengyel
1623;5599;Alsónémedi
1624;560;Izsák
1625;5600;Áporka
1626;5601;Bugyi
1627;5602;Délegyháza
1628;5603;Dömsöd
1629;5604;Dunaharaszti
1630;5605;Dunavarsány
1631;5606;Halásztelek
1632;5607;Kiskunlacháza
1633;5608;Lórév
1634;5609;Majosháza
1635;561;Kecskemét
1636;5610;Makád
1637;5611;Ócsa
1638;5612;Ráckeve
1639;5613;Szigetbecse
1640;5614;Szigetcsép
1641;5615;Szigethalom
1642;5616;Szigetszentmárton
1643;5617;Szigetszentmiklós
1644;5618;Szigetújfalu
1645;5619;Taksony
1646;562;Lakitelek
1647;5620;Tököl
1648;5621;Csévharaszt
1649;5622;Inárcs
1650;5623;Kakucs
1651;5624;Monor
1652;5625;Nyáregyháza
1653;5626;Újhartyán
1654;5627;Vasad
1655;5628;Bénye
1656;5629;Ecser
1657;563;Szentkirály
1658;5630;Farmos
1659;5631;Felsőpakony
1660;5632;Gomba
1661;5633;Gyál
1662;5634;Gyömrő
1663;5635;Káva
1664;5636;Kóka
1665;5637;Maglód
1666;5638;Mende
1667;5639;Nagykáta
1668;564;Nyárlőrinc
1669;5640;Pánd
1670;5641;Péteri
1671;5642;Szentlőrinckáta
1672;5643;Szentmártonkáta
1673;5644;Tápióbicske
1674;5645;Tápióság
1675;5646;Monorierdő
1676;5648;Tápiószecső
1677;5649;Tápiószentmárton
1678;565;Tiszakécske
1679;5650;Tóalmás
1680;5651;Úri
1681;5652;Üllő
1682;5653;Vecsés
1683;5654;Kemence
1684;5655;Perőcsény
1685;5656;Tésa
1686;5657;Vámosmikola
1687;5658;Ipolytölgyes
1688;5659;Nagybörzsöny
1689;5660;Ipolydamásd
1690;5661;Kismaros
1691;5662;Kóspallag
1692;5663;Letkés
1693;5664;Márianosztra
1694;5665;Nagymaros
1695;5666;Szob
1696;5667;Zebegény
1697;5668;Szokolya
1698;5669;Verőce
1699;567;Városföld
1700;5670;Csővár
1701;5671;Kisnémedi
1702;5672;Penc
1703;5673;Püspökhatvan
1704;5674;Püspökszilágy
1705;5675;Rád
1706;5676;Sződ
1707;5677;Vácduka
1708;5678;Váchartyán
1709;5679;Vácrátót
1710;568;Bugac
1711;5680;Pilisvörösvár
1712;5681;Bernecebaráti
1713;5682;Kosd
1714;5683;Vác
1715;5684;Pilisjászfalu
1716;5685;Csörög
1717;5686;Remeteszőlős
1718;569;Gátér
1719;57;Horváthertelend
1720;570;Jakabszállás
1721;571;Jászszentlászló
1722;572;Kiskunfélegyháza
1723;573;Kunszállás
1724;574;Pálmonostora
1725;575;Petőfiszállás
1726;576;Szank
1727;577;Csólyospálos
1728;578;Harkakötöny
1729;579;Kiskunhalas
1730;58;Ibafa
1731;580;Kiskunmajsa
1732;581;Kömpöc
1733;582;Tázlár
1734;583;Zsana
1735;584;Imrehegy
1736;585;Kunfehértó
1737;586;Pirtó
1738;587;Jánoshalma
1739;588;Kéleshalom
1740;589;Mélykút
1741;59;Mozsgó
1742;590;Balotaszállás
1743;5900;Sülysáp
1744;5901;Göd
1745;5903;Őrbottyán
1746;5904;Apaj
1747;5905;Herceghalom
1748;591;Bácsalmás
1749;592;Bácsszőlős
1750;593;Csikéria
1751;594;Katymár
1752;595;Kelebia
1753;596;Kisszállás
1754;597;Kunbaja
1755;598;Madaras
1756;599;Mátételke
1757;60;Nagypeterd
1758;600;Tataháza
1759;6000;Böhönye
1760;6001;Csákány
1761;6002;Főnyed
1762;6003;Gadány
1763;6004;Marcali
1764;6005;Nagyszakácsi
1765;6006;Nemesdéd
1766;6007;Nemeskisfalud
1767;6008;Nemesvid
1768;6009;Sávoly
1769;601;Tompa
1770;6010;Somogysimonyi
1771;6011;Somogyzsitfa
1772;6012;Szenyér
1773;6013;Szőkedencs
1774;6014;Tapsony
1775;6015;Varászló
1776;6016;Vése
1777;6017;Balatonberény
1778;6018;Balatonfenyves
1779;6019;Balatonkeresztúr
1780;602;Bácsbokod
1781;6020;Balatonmáriafürdő
1782;6021;Balatonszentgyörgy
1783;6022;Balatonújlak
1784;6023;Marcali-Bize
1785;6024;Marcali-Boronka
1786;6025;Csömend
1787;6026;Hollád
1788;6027;Marcali-Horvátkút
1789;6028;Kéthely
1790;6029;Libickozma
1791;603;Bácsborsód
1792;6030;Nagybajom
1793;6031;Pusztakovácsi
1794;6032;Somogyfajsz
1795;6033;Somogysámson
1796;6034;Somogyszentpál
1797;6035;Szegerdő
1798;6036;Táska
1799;6037;Tikos
1800;6038;Vörs
1801;6039;Balatonboglár
1802;604;Bácsszentgyörgy
1803;6040;Balatonlelle
1804;6041;Fonyód
1805;6042;Gamás
1806;6043;Gyugy
1807;6044;Hács
1808;6045;Karád
1809;6046;Kisberény
1810;6047;Látrány
1811;6048;Lengyeltóti
1812;6049;Nagycsepely
1813;605;Bátmonostor
1814;6050;Ordacsehi
1815;6051;Somogybabod
1816;6052;Somogytúr
1817;6053;Szőlősgyörök
1818;6054;Balatonboglár-Szőlőskislak
1819;6055;Visz
1820;6056;Balatonendréd
1821;6057;Balatonföldvár
1822;6058;Balatonőszöd
1823;6059;Balatonszárszó
1824;606;Csátalja
1825;6060;Balatonszemes
1826;6061;Bálványos
1827;6062;Kereki
1828;6063;Kőröshegy
1829;6064;Kötcse
1830;6065;Pusztaszemes
1831;6066;Szólád
1832;6067;Teleki
1833;6068;Zamárdi
1834;6069;Andocs
1835;607;Dávod
1836;6070;Ádánd
1837;6072;Balatonszabadi
1838;6073;Bábonymegyer
1839;6074;Bedegkér
1840;6075;Kapoly
1841;6076;Kánya
1842;6077;Lulla
1843;6078;Nagyberény
1844;6079;Nyim
1845;608;Gara
1846;6080;Ságvár
1847;6081;Sérsekszőlős
1848;6082;Siófok
1849;6083;Siójut
1850;6084;Som
1851;6085;Somogyegres
1852;6086;Somogymeggyes
1853;6087;Tab
1854;6088;Tengőd
1855;6089;Torvaj
1856;609;Hercegszántó
1857;6090;Zala
1858;6091;Zics
1859;6092;Bonnya
1860;6093;Ecseny
1861;6094;Felsőmocsolád
1862;6095;Fiad
1863;6096;Gadács
1864;6097;Igal
1865;6098;Kazsok
1866;6099;Kára
1867;61;Nagyváty
1868;610;Nagybaracska
1869;6100;Kisbárapáti
1870;6101;Magyaratád
1871;6102;Miklósi
1872;6103;Nágocs
1873;6104;Ráksi
1874;6105;Somodor
1875;6106;Somogyacsa
1876;6107;Somogydöröcske
1877;6108;Somogyszil
1878;6109;Szentgáloskér
1879;611;Szeremle
1880;6110;Szorosad
1881;6111;Törökkoppány
1882;6112;Bodrog
1883;6113;Buzsák
1884;6114;Edde
1885;6115;Magyaregres
1886;6116;Mernye
1887;6117;Nikla
1888;6118;Osztopán
1889;6119;Öreglak
1890;612;Vaskút
1891;6120;Pamuk
1892;6121;Polány
1893;6122;Somogyaszaló
1894;6123;Somogygeszti
1895;6124;Somogyjád
1896;6125;Somogyvámos
1897;6126;Somogyvár
1898;6127;Várda
1899;6128;Csombárd
1900;6129;Hetes
1901;613;Hajós
1902;6130;Hosszúvíz
1903;6131;Jákó
1904;6132;Juta
1905;6133;Kelevíz
1906;6134;Kisasszond
1907;6135;Kisbajom
1908;6136;Kiskorpád
1909;6137;Kutas
1910;6138;Mesztegnyő
1911;6139;Mezőcsokonya
1912;614;Érsekhalma
1913;6140;Somogysárd
1914;6141;Újvárfalva
1915;6142;Beleg
1916;6143;Bolhás
1917;6144;Nagyatád
1918;6145;Nagykorpád
1919;6146;Ötvöskónyi
1920;6147;Segesd
1921;6148;Somogyszob
1922;6149;Szabás
1923;615;Újtelek
1924;6150;Berzence
1925;6151;Csurgó
1926;6152;Iharos
1927;6153;Iharosberény
1928;6154;Inke
1929;6155;Somogycsicsó
1930;6156;Somogyudvarhely
1931;6157;Szenta
1932;6158;Tarany
1933;6159;Csurgónagymarton
1934;616;Felsőlajos
1935;6160;Gyékényes
1936;6161;Őrtilos
1937;6162;Pogányszentpéter
1938;6163;Porrog
1939;6164;Porrogszentkirály
1940;6165;Porrogszentpál
1941;6166;Somogybükkösd
1942;6167;Zákány
1943;6168;Bélavár
1944;6169;Háromfa
1945;617;Fülöpjakab
1946;6170;Heresznye
1947;6171;Vízvár
1948;6172;Babócsa
1949;6173;Barcs
1950;6174;Bolhó
1951;6175;Csokonyavisonta
1952;6176;Darány
1953;6177;Drávagárdony
1954;6178;Barcs-Drávaszentes
1955;6179;Drávatamási
1956;618;Bugacpusztaháza
1957;6180;Istvándi
1958;6181;Kastélyosdombó
1959;6182;Komlósd
1960;6183;Péterhida
1961;6184;Rinyaújnép
1962;6185;Somogyaracs
1963;6186;Barcs-Somogytarnóca
1964;6187;Szulok
1965;6188;Bakháza
1966;6189;Görgeteg
1967;619;Móricgát
1968;6190;Görgeteg-Kuntelep
1969;6191;Lábod
1970;6192;Mike
1971;6193;Rinyabesenyő
1972;6194;Rinyaszentkirály
1973;6195;Rinyaújlak
1974;6196;Hedrehely
1975;6197;Hencse
1976;6198;Homokszentgyörgy
1977;6199;Kálmáncsa
1978;62;Nyugotszenterzsébet
1979;620;Dunafalva
1980;6200;Kőkút
1981;6201;Lad
1982;6202;Patosfa
1983;6203;Bárdudvarnok
1984;6204;Csököly
1985;6205;Gige
1986;6206;Kadarkút
1987;6207;Kaposfő
1988;6208;Patca
1989;6209;Rinyakovácsi
1990;621;Tiszaug
1991;6210;Szenna
1992;6211;Szilvásszentmárton
1993;6212;Visnye
1994;6213;Zselickisfalud
1995;6214;Bőszénfa
1996;6216;Zselickislak
1997;6217;Zselicszentpál
1998;6218;Baté
1999;6219;Büssü
2000;6220;Cserénfa
2001;6221;Csoma
2002;6222;Fonó
2003;6223;Gölle
2004;6224;Kaposvár-Kaposfüred
2005;6225;Kaposmérő
2006;6226;Kaposszerdahely
2007;6227;Kaposújlak
2008;6228;Kaposvár
2009;6229;Kercseliget
2010;6230;Kisgyalán
2011;6231;Mosdós
2012;6232;Nagyberki
2013;6233;Orci
2014;6234;Patalom
2015;6235;Sántos
2016;6236;Szabadi
2017;6237;Taszár
2018;6238;Kaposvár-Toponár
2019;6239;Zimány
2020;6240;Gálosfa
2021;6241;Hajmás
2022;6242;Kaposgyarmat
2023;6243;Kaposhomok
2024;6244;Kaposkeresztúr
2025;6245;Simonfa
2026;6246;Szentbalázs
2027;6247;Lakócsa
2028;6248;Potony
2029;6249;Szentborbás
2030;6250;Tótújfalu
2031;6251;Kaszó
2032;6252;Alsóbogát
2033;6253;Szántód
2034;6254;Zákányfalu
2035;63;Patapoklosi
2036;64;Somogyapáti
2037;6403;Pálmajor
2038;65;Somogyviszló
2039;6500;Balkány
2040;6501;Balsa
2041;6502;Beszterec
2042;6503;Biri
2043;6504;Bököny
2044;6505;Buj
2045;6506;Demecser
2046;6507;Érpatak
2047;6509;Geszteréd
2048;6510;Ibrány
2049;6511;Kállósemjén
2050;6512;Kálmánháza
2051;6513;Kemecse
2052;6514;Kék
2053;6515;Kótaj
2054;6516;Nagycserkesz
2055;6517;Nagyhalász
2056;6518;Nagykálló
2057;6519;Napkor
2058;6520;Nyírbogdány
2059;6522;Nyírpazony
2060;6524;Nyírtelek
2061;6525;Nyírtura
2062;6526;Nyíregyháza-Oros
2063;6527;Paszab
2064;6528;Rakamaz
2065;6529;Sényő
2066;6530;Szabolcs
2067;6531;Szakoly
2068;6532;Timár
2069;6533;Tiszabercel
2070;6534;Tiszadada
2071;6535;Tiszadob
2072;6536;Tiszaeszlár
2073;6537;Tiszalök
2074;6538;Tiszanagyfalu
2075;6539;Tiszarád
2076;6540;Tiszatelek
2077;6541;Tiszavasvári
2078;6542;Újfehértó
2079;6543;Vasmegyer
2080;6546;Encsencs
2081;6547;Kisléta
2082;6548;Nyírbéltek
2083;6549;Nyírbogát
2084;6550;Nyírgelse
2085;6551;Nyírlugos
2086;6552;Nyírmihálydi
2087;6553;Nyírpilis
2088;6554;Ömböly
2089;6555;Penészlek
2090;6556;Piricse
2091;6557;Fábiánháza
2092;6558;Győrtelek
2093;6559;Hodász
2094;6560;Kocsord
2095;6561;Mátészalka
2096;6562;Mérk
2097;6563;Nagyecsed
2098;6564;Nyírbátor
2099;6565;Nyírcsaholy
2100;6566;Nyírcsászári
2101;6567;Nyírderzs
2102;6568;Nyírkáta
2103;6569;Nyírmeggyes
2104;6570;Nyírvasvári
2105;6571;Terem
2106;6572;Tiborszállás
2107;6573;Vállaj
2108;6574;Barabás
2109;6575;Beregdaróc
2110;6576;Beregsurány
2111;6577;Botpalád
2112;6578;Cégénydányád
2113;6579;Csaholc
2114;6580;Csaroda
2115;6581;Császló
2116;6582;Csegöld
2117;6583;Csenger
2118;6584;Csengersima
2119;6585;Csengerújfalu
2120;6586;Darnó
2121;6587;Fehérgyarmat
2122;6589;Fülesd
2123;6590;Fülpösdaróc
2124;6591;Gacsály
2125;6592;Garbolc
2126;6593;Gelénes
2127;6595;Géberjén
2128;6596;Gulács
2129;6597;Gyügye
2130;6598;Hermánszeg
2131;66;Szentlászló
2132;6600;Jánd
2133;6601;Jánkmajtis
2134;6602;Kérsemjén
2135;6603;Kisar
2136;6604;Kishódos
2137;6605;Kisnamény
2138;6606;Kispalád
2139;6607;Kisszekeres
2140;6608;Komlódtótfalu
2141;6609;Kölcse
2142;6610;Kömörő
2143;6611;Lónya
2144;6612;Magosliget
2145;6613;Mánd
2146;6614;Márokpapi
2147;6615;Mátyus
2148;6616;Méhtelek
2149;6617;Milota
2150;6618;Nagyar
2151;6620;Nagyhódos
2152;6621;Nagyszekeres
2153;6622;Nábrád
2154;6623;Nemesborzova
2155;6624;Olcsvaapáti
2156;6625;Ököritófülpös
2157;6626;Panyola
2158;6627;Pátyod
2159;6628;Penyige
2160;6629;Porcsalma
2161;6630;Rápolt
2162;6631;Rozsály
2163;6632;Sonkád
2164;6633;Szamosangyalos
2165;6634;Szamosbecs
2166;6635;Szamoskér
2167;6636;Szamossályi
2168;6637;Szamostatárfalva
2169;6638;Szamosújlak
2170;6639;Szatmárcseke
2171;6640;Tarpa
2172;6641;Tákos
2173;6642;Tiszaadony
2174;6643;Tiszabecs
2175;6644;Tiszacsécse
2176;6645;Tiszakerecseny
2177;6646;Tiszakóród
2178;6647;Tiszaszalka
2179;6648;Tiszavid
2180;6649;Tisztaberek
2181;6650;Tivadar
2182;6651;Tunyogmatolcs
2183;6652;Túristvándi
2184;6653;Túrricse
2185;6654;Tyukod
2186;6655;Ura
2187;6656;Uszka
2188;6657;Vámosatya
2189;6658;Vámosoroszi
2190;6660;Zajta
2191;6661;Zsarolyán
2192;6662;Apagy
2193;6663;Baktalórántháza
2194;6664;Berkesz
2195;6665;Besenyőd
2196;6666;Gyulaháza
2197;6667;Ilk
2198;6668;Jármi
2199;6669;Kántorjánosi
2200;6670;Laskod
2201;6671;Levelek
2202;6672;Magy
2203;6673;Máriapócs
2204;6674;Nagydobos
2205;6675;Nyírgyulaj
2206;6676;Nyíribrony
2207;6677;Nyírjákó
2208;6678;Nyírkarász
2209;6679;Nyírkércs
2210;6680;Nyírmada
2211;6681;Nyírparasznya
2212;6682;Nyírtass
2213;6683;Nyírtét
2214;6684;Olcsva
2215;6685;Ófehértó
2216;6686;Ópályi
2217;6687;Őr
2218;6688;Papos
2219;6689;Petneháza
2220;6690;Pócspetri
2221;6691;Pusztadobos
2222;6692;Ramocsaháza
2223;6693;Rohod
2224;6694;Szamosszeg
2225;6695;Székely
2226;6696;Vaja
2227;6698;Ajak
2228;6699;Anarcs
2229;67;Szigetvár
2230;6700;Aranyosapáti
2231;6701;Benk
2232;6702;Dombrád
2233;6703;Döge
2234;6704;Eperjeske
2235;6705;Fényeslitke
2236;6706;Gemzse
2237;6707;Gégény
2238;6708;Győröcske
2239;6709;Gyüre
2240;6710;Jéke
2241;6711;Kékcse
2242;6712;Kisvarsány
2243;6713;Kisvárda
2244;6714;Komoró
2245;6715;Lövőpetri
2246;6716;Mándok
2247;6717;Mezőladány
2248;6718;Nagyvarsány
2249;6719;Nyírlövő
2250;6720;Pap
2251;6721;Pátroha
2252;6722;Rétközberencs
2253;6723;Szabolcsbáka
2254;6724;Szabolcsveresmart
2255;6725;Tiszabezdéd
2256;6726;Tiszakanyár
2257;6727;Tiszamogyorós
2258;6728;Tiszaszentmárton
2259;6729;Tornyospálca
2260;6730;Tuzsér
2261;6731;Újkenéz
2262;6732;Záhony
2263;6733;Zsurk
2264;6734;Újdombrád
2265;6735;Szorgalmatos
2266;68;Szulimán
2267;69;Bánfa
2268;6900;Bátorliget
2269;6901;Hetefejércse
2270;6902;Nyíregyháza
2271;6903;Vásárosnamény
2272;6904;Gávavencsellő
2273;70;Bogdása
2274;7000;Fegyvernek
2275;7001;Karcag
2276;7002;Kenderes
2277;7003;Kisújszállás
2278;7004;Kuncsorba
2279;7005;Kunhegyes
2280;7006;Kunmadaras
